,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
4159,2014,Pompeia,Ficção,"Alemanha, Canadá, Estados Unidos",Estrangeira,Imagem,Distribuição Nacional,779766.0,11741348.0
4160,2014,Por que você partiu?,Documentário,Brasil,Brasileira,Imovision,Distribuição Nacional,200.0,800.0
4161,2014,Por uma Mulher,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,5873.0,71362.83
4162,2014,Pra lá do mundo,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,19.0,116.0
4163,2014,Praia do Futuro,Ficção,"Brasil, Alemanha",Brasileira,Califórnia,Distribuição Nacional,133022.0,1727610.85
4164,2014,Preenchendo o vazio,Ficção,Israel,Estrangeira,Cafco Filmes,Distribuição Nacional,170.0,1450.5
4165,2014,Prenda-me,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,9539.0,125425.54
4166,2014,Procurando Nemo,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,155.0,617.0
4167,2014,Profissão de Risco,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,11832.0,166261.64
4168,2014,Pulp Fiction,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,17804.0,158510.36
4169,2014,Qual o Nome do Bebê?,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,283.0,1962.0
4170,2014,Quando Eu Era Vivo,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,7689.0,86597.32
4171,2014,Quanto Mais Quente Melhor,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,3549.0,31181.62
4172,2014,Que Estranho Chamar-se Federico,Ficção,Itália,Estrangeira,Imovision,Distribuição Nacional,11083.0,149187.8
4173,2014,Queen Rock Montreal,Videomusical,Canadá,Estrangeira,UCI,Distribuição Nacional,278.0,6474.0
4174,2014,Quem se Importa?,Documentário,Brasil,Brasileira,Imovision,Distribuição Nacional,200.0,800.0
4175,2014,"Querida, vou comprar cigarros e já volto",Ficção,Argentina,Estrangeira,Esfera Produções,Distribuição Nacional,134.0,1103.0
4176,2014,Quero Matar Meu Chefe 2,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,563260.0,6896653.0
4177,2014,Questão de Escolha,Ficção,"Estados Unidos, Brasil",Estrangeira,Graça Filmes,Distribuição Nacional,34361.0,365553.09
4178,2014,Questão de Tempo,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,40325.0,505931.5
4179,2014,Refém da Paixão,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,20160.0,391898.0
4180,2014,Reino escondido,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1599.0,13899.0
4181,2014,Relatos Selvagens,Ficção,"Argentina, Espanha",Estrangeira,Warner,Distribuição Internacional,305793.0,4571355.0
4182,2014,Remar é...,Documentário,Brasil,Brasileira,Raconto Produções Artísticas,Distribuição Nacional,91.0,903.0
4183,2014,Renoir,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,592.0,5241.0
4184,2014,Repare Bem,Documentário,"Brasil, Espanha",Brasileira,Instituto Via BR,Distribuição Nacional,84.0,586.0
4185,2014,Rio 2,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,5212811.0,63901920.0
4186,2014,Rio em Chamas,Documentário,Brasil,Brasileira,Cavideo Produções,Distribuição Nacional,970.0,4875.0
4187,2014,"Rio, Eu te Amo",Ficção,Brasil,Brasileira,Warner,Distribuição Internacional,98990.0,1239716.0
4188,2014,Riocorrente,Ficção,Brasil,Brasileira,Califórnia,Distribuição Nacional,3970.0,51295.98
4189,2014,Ritos de Passagem,Animação,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,966.0,5224.5
4190,2014,Robocop,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,2816772.0,33468464.81
4191,2014,Rodência e o Dente da Princesa,Animação,"Argentina, Peru",Estrangeira,H2O Films,Distribuição Nacional,28951.0,379618.25
4192,2014,Rota de Fuga,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,115.0,580.0
4193,2014,Run & Jump,Ficção,Irlanda,Estrangeira,Filmes da Mostra,Distribuição Nacional,668.0,9644.12
4194,2014,S. O. S. Mulheres ao Mar,Ficção,Brasil,Brasileira,Disney,Distribuição Internacional,1776579.0,20732500.0
4195,2014,Saint Laurent,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,30598.0,462077.34
4196,2014,Sangue Ruim,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,2420.0,26943.05
4197,2014,"Satyrianas, 78horas em 78 min",Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,23.0,125.0
4198,2014,Scarface,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,4482.0,41734.0
4199,2014,Se Eu Ficar,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,577153.0,6434934.0
4200,2014,Se Fazendo de Morto,Ficção,França,Estrangeira,Tucumán,Distribuição Nacional,150.0,1089.5
4201,2014,Sejam muito bem-vindos,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,129.0,1271.55
4202,2014,Sem Escalas,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,903041.0,10596856.19
4203,2014,Sem Evidências,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,18015.0,298682.74
4204,2014,Sem Pena,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,7212.0,93159.48
4205,2014,Sementes do Nosso Quintal,Documentário,Brasil,Brasileira,Aiuê Filmes,Distribuição Nacional,2192.0,21416.16
4206,2014,Separados pelo Inverno,Ficção,Irã,Estrangeira,Pandora Filmes,Distribuição Nacional,701.0,7390.0
4207,2014,Serra Pelada,Ficção,Brasil,Brasileira,Warner,Distribuição Internacional,79.0,395.0
4208,2014,Será Que?,Ficção,"Canadá, Irlanda",Estrangeira,Diamond Films,Distribuição Nacional,47678.0,587231.44
4209,2014,Setenta,Documentário,Brasil,Brasileira,Livres Filmes,Distribuição Nacional,1249.0,17330.87
4210,2014,Sex Tape: Perdido na Nuvem,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,342572.0,4311726.35
4211,2014,Silent Hill - Revelação 3D,Ficção,Canadá,Estrangeira,Playarte,Distribuição Nacional,284.0,2109.0
4212,2014,Simone,Ficção,Brasil,Brasileira,Tucumán,Distribuição Nacional,291.0,2510.0
4213,2014,Simplesmente uma mulher,Ficção,"Estados Unidos, França, Reino Unido",Estrangeira,Imovision,Distribuição Nacional,407.0,4032.0
4214,2014,Sin City 2: A Dama Fatal,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,86010.0,1304633.38
4215,2014,Singularidades de uma rapariga loira,Ficção,Portugal,Estrangeira,Filmes da Mostra,Distribuição Nacional,71.0,353.0
4216,2014,Slovenian Girl,Ficção,"Alemanha, Croácia, Eslovênia, Sérvia",Estrangeira,Tucumán,Distribuição Nacional,37.0,450.0
4217,2014,Sob a Pele,Ficção,Reino Unido,Estrangeira,Paris,Distribuição Nacional,19547.0,288617.77
4218,2014,Sobre Sete Ondas Verdes Espumantes,Documentário,Brasil,Brasileira,Boulevard Filmes,Distribuição Nacional,1071.0,5941.0
4219,2014,Sobrenatural: Capítulo 2,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,2336.0,18924.5
4220,2014,Sobrevivente,Ficção,Islândia,Estrangeira,Imovision,Distribuição Nacional,4056.0,57789.04
4221,2014,Sobrevivente Urbano,Ficção,Brasil,Brasileira,Ze's Produções,Distribuição Nacional,366.0,4156.0
4222,2014,Sobrevivi ao Holocausto,Documentário,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1699.0,22981.07
4223,2014,Somos o que Somos,Ficção,"Estados Unidos, França",Estrangeira,Esfera Produções,Distribuição Nacional,1689.0,12090.0
4224,2014,Sopro,Documentário,Brasil,Brasileira,Lume Produções Cinematográficas,Distribuição Nacional,1253.0,5683.0
4225,2014,Star Wars: Episódio I – A ameaça fantasma,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,593.0,7751.0
4226,2014,Star Wars: Episódio III - A Vingança dos Sith,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,372.0,5639.0
4227,2014,Star Wars: The Clone Wars,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,566.0,6352.0
4228,2014,Sudoeste,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,69.0,471.0
4229,2014,São Silvestre,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,917.0,8508.98
4230,2014,Sétimo,Ficção,"Argentina, Espanha",Estrangeira,Fox,Distribuição Internacional,51807.0,751340.0
4231,2014,Tabu,Ficção,"Brasil, Alemanha, França, Portugal",Brasileira,Espaço Filmes,Distribuição Nacional,1827.0,15068.3
4232,2014,Tango Livre,Ficção,"Bélgica, França, Luxemburgo",Estrangeira,Imovision,Distribuição Nacional,7783.0,92907.35
4233,2014,Tanta água,Ficção,Uruguai,Estrangeira,Pandora Filmes,Distribuição Nacional,651.0,4574.24
4234,2014,Tarja Branca,Documentário,Brasil,Brasileira,Ideias Maria Farinha,Distribuição Nacional,14892.0,193057.4
4235,2014,Tarzan,Animação,Alemanha,Estrangeira,Imagem,Distribuição Nacional,901617.0,11868162.44
4236,2014,Tatuagem,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,14209.0,104735.35
4237,2014,Taxi Driver,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,9843.0,87236.0
4238,2014,Terra firme,Ficção,Itália,Estrangeira,Esfera Produções,Distribuição Nacional,656.0,5732.8
4239,2014,Tese sobre um homicídio,Ficção,"Argentina, Espanha",Estrangeira,Califórnia,Distribuição Nacional,128.0,1280.6
4240,2014,The Rover - A Caçada,Ficção,"Austrália, Estados Unidos",Estrangeira,Vitrine Filmes,Distribuição Nacional,10173.0,139967.63
4241,2014,Thor 2 - O Mundo Sombrio,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,11803.0,135326.0
4242,2014,Tim Lopes – História de Arcanjo,Documentário,Brasil,Brasileira,Europa,Distribuição Nacional,1676.0,21160.31
4243,2014,Tim Maia,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,776824.0,10254202.77
4244,2014,Time Show de Bola,Animação,Holanda,Estrangeira,Universal,Distribuição Internacional,6255.0,33774.0
4245,2014,Tinker Bell - Fadas e Piratas,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,429787.0,5537831.0
4246,2014,Tinker Bell e o Segredo das Fadas,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1670.0,15816.0
4247,2014,Todos os Dias,Ficção,Reino Unido,Estrangeira,Esfera Produções,Distribuição Nacional,5977.0,70584.74
4248,2014,Tomboy,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,202.0,2277.0
4249,2014,Toque de mestre,Ficção,Espanha,Estrangeira,Playarte,Distribuição Nacional,29712.0,433400.32
4250,2014,Touro Indomável,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,1783.0,15769.5
4251,2014,Trampolim do Forte,Ficção,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,625.0,4943.27
4252,2014,Transcendence – A Revolução,Ficção,"Reino Unido, Estados Unidos, China",Estrangeira,Diamond Films,Distribuição Nacional,300356.0,3904643.94
4253,2014,Transformers: A Era da Extinção,Ficção,"China, Estados Unidos",Estrangeira,Paramount,Distribuição Internacional,4587292.0,61735174.0
4254,2014,Trapaça,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,633395.0,8978771.34
4255,2014,Trash - A Esperança vem do Lixo,Ficção,"Brasil, Alemanha, Reino Unido",Brasileira,Universal,Distribuição Internacional,259247.0,3040736.35
4256,2014,Trem Noturno para Lisboa,Ficção,"Alemanha, Portugal, Suíça",Estrangeira,Europa,Distribuição Nacional,27602.0,282409.55
4257,2014,Trinta,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,21549.0,283856.0
4258,2014,Triângulo amoroso,Ficção,Alemanha,Estrangeira,Lume Produções Cinematográficas,Distribuição Nacional,113.0,731.0
4259,2014,Tudo Acontece em Nova York,Ficção,Estados Unidos,Estrangeira,Pandora Filmes,Distribuição Nacional,14119.0,184952.48
4260,2014,Tudo ficará bem,Ficção,"Dinamarca, França, Suécia",Estrangeira,Lume Produções Cinematográficas,Distribuição Nacional,39.0,225.0
4261,2014,Tudo por Justiça,Ficção,"Estados Unidos, Inglaterra",Estrangeira,Imagem,Distribuição Nacional,43092.0,674464.56
4262,2014,Tudo por um Furo,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,68971.0,820959.0
4263,2014,Turbo,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,718.0,2709.0
4264,2014,Tá chovendo hambúrguer 2,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1895.0,12310.5
4265,2014,Um Amor de Vizinha,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,60851.0,847685.19
4266,2014,Um Amor em Paris,Ficção,França,Estrangeira,Tucumán,Distribuição Nacional,28422.0,349520.7
4267,2014,Um Belo Domingo,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,6551.0,83590.49
4268,2014,Um Castelo na Itália,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,2699.0,26088.97
4269,2014,Um conto chinês,Ficção,"Argentina, Espanha",Estrangeira,Paris,Distribuição Nacional,220.0,1731.0
4270,2014,Um Conto do Destino,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,52195.0,586960.0
4271,2014,Um Corpo que Cai,Ficção,Estados Unidos,Estrangeira,Espaço Filmes,Distribuição Nacional,8177.0,89430.03
4272,2014,Um Episódio na Vida de um Catador de Ferro-velho,Ficção,"Bósnia-Herzegóvina, Eslovênia, França, Itália",Estrangeira,Zeta Filmes,Distribuição Nacional,851.0,10582.18
4273,2014,Um Estranho no Lago,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,6012.0,64676.02
4274,2014,Um Final de Semana em Hyde Park,Ficção,Reino Unido,Estrangeira,Playarte,Distribuição Nacional,2637.0,27548.26
4275,2014,Um Milhão de Maneiras de Pegar na Pistola,Ficção,Estados Unidos,Estrangeira,H2O Films,Distribuição Nacional,51587.0,600726.52
4276,2014,Um Novo Dueto,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,7652.0,109005.32
4277,2014,Um Plano Brilhante,Ficção,França,Estrangeira,Playarte,Distribuição Nacional,63076.0,877801.63
4278,2014,Um Toque de Pecado,Ficção,China,Estrangeira,Paris,Distribuição Nacional,1553.0,17916.52
4279,2014,Uma Aventura Lego,Animação,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1035971.0,13476761.0
4280,2014,Uma dama em Paris,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,1687.0,10795.45
4281,2014,Uma Dose Violenta de Qualquer Coisa,Ficção,Brasil,Brasileira,Okna Produções,Distribuição Nacional,3667.0,37165.79
4282,2014,Uma Estranha Amizade,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Tucumán,Distribuição Nacional,4810.0,49027.04
4283,2014,Uma Família em Tóquio,Ficção,Japão,Estrangeira,Esfera Produções,Distribuição Nacional,9571.0,68482.62
4284,2014,Uma garrafa no mar de Gaza,Ficção,"França, Israel",Estrangeira,Esfera Produções,Distribuição Nacional,455.0,3110.0
4285,2014,Uma Juíza sem Juízo,Ficção,França,Estrangeira,Europa,Distribuição Nacional,9342.0,111604.19
4286,2014,Uma Linda Mulher,Ficção,Estados Unidos,Estrangeira,Cinemark Brasil,Distribuição Nacional,4063.0,34956.0
4287,2014,Uma Lição de Vida,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Europa,Distribuição Nacional,11318.0,139788.51
4288,2014,Uma Longa Queda,Ficção,Inglaterra,Estrangeira,Califórnia,Distribuição Nacional,4079.0,58790.05
4289,2014,Uma Longa Viagem (2014),Ficção,Austrália,Estrangeira,Califórnia,Distribuição Nacional,14239.0,236609.0
4290,2014,Uma noite,Ficção,"Cuba, Estados Unidos",Estrangeira,Polifilmes,Distribuição Nacional,190.0,1549.0
4291,2014,Uma Noite de Crime,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,33.0,300.0
4292,2014,Uma Noite de Crime: Anarquia,Ficção,"Estados Unidos, França",Estrangeira,H2O Films,Distribuição Nacional,7400.0,85275.53
4293,2014,Uma Nova Chance para Amar,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,11617.0,187919.66
4294,2014,Uma Passagem para Mário,Documentário,Brasil,Brasileira,Laurence Produções,Distribuição Nacional,2462.0,14091.52
4295,2014,Uma Primavera com minha Mãe,Ficção,França,Estrangeira,Tucumán,Distribuição Nacional,153.0,1810.0
4296,2014,Uma Promessa,Ficção,"Bélgica, França",Estrangeira,Alphaville Filmes,Distribuição Nacional,11726.0,156644.37
4297,2014,Uma Relação Delicada,Ficção,França,Estrangeira,Tucumán,Distribuição Nacional,4081.0,44150.3
4298,2014,Uma Viagem Extraordinária,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,14603.0,249271.49
4299,2014,Uma Vida Comum,Ficção,Reino Unido,Estrangeira,F. J. Cines,Distribuição Nacional,4408.0,39122.5
4300,2014,Universidade Monstros,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1926.0,16695.0
4301,2014,Valente,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1877.0,16461.0
4302,2014,Vencer,Ficção,"França, Itália",Estrangeira,Imovision,Distribuição Nacional,35.0,420.63
4303,2014,Ventos de Agosto,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,6579.0,76683.42
4304,2014,Vermelho Brasil,Ficção,"Brasil, Canadá, França",Brasileira,H2O Films,Distribuição Nacional,538.0,6555.01
4305,2014,Versos de um Crime,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,7799.0,113459.5
4306,2014,Vestido pra Casar,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,1258666.0,14756242.84
4307,2014,Vic+Flo Viram um Urso,Ficção,Canadá,Estrangeira,Zeta Filmes,Distribuição Nacional,1980.0,18596.59
4308,2014,Vidas ao Vento,Animação,Japão,Estrangeira,Califórnia,Distribuição Nacional,20147.0,246067.57
4309,2014,Violeta Foi Para o Céu,Ficção,"Brasil, Chile",Brasileira,Imovision,Distribuição Nacional,200.0,1000.0
4310,2014,Violetta – O Show,Videomusical,Argentina,Estrangeira,Disney,Distribuição Internacional,11969.0,157253.0
4311,2014,Violette,Ficção,"Bélgica, França",Estrangeira,Imovision,Distribuição Nacional,10031.0,119723.97
4312,2014,Virgínia,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,4157.0,53035.41
4313,2014,Vitus,Ficção,Suíça,Estrangeira,Filmes da Mostra,Distribuição Nacional,106.0,824.0
4314,2014,Viva a Liberdade,Ficção,Itália,Estrangeira,Alphaville Filmes,Distribuição Nacional,23863.0,293719.07
4315,2014,Vizinhos,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,476610.0,5799198.0
4316,2014,Vovô sem Vergonha,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,28945.0,266377.0
4317,2014,Walesa,Ficção,Polônia,Estrangeira,Esfera Produções,Distribuição Nacional,4491.0,57193.93
4318,2014,Walt nos Bastidores de Mary Poppins,Ficção,"Austrália, Estados Unidos, Reino Unido",Estrangeira,Disney,Distribuição Internacional,46933.0,816004.0
4319,2014,Whiplash - Em busca da perfeição,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,726.0,8799.75
4320,2014,"Winter, O Golfinho 2",Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,58030.0,673649.0
4321,2014,Wolverine Imortal,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,185.0,1082.0
4322,2014,X-Men: Dias de um Futuro Esquecido,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,4923664.0,64417536.0
4323,2014,Yves Saint Laurent,Ficção,França,Estrangeira,Paris,Distribuição Nacional,44156.0,678485.06
4324,2014,Zarafa,Animação,França,Estrangeira,Imovision,Distribuição Nacional,43.0,344.0
4325,2014,Álbum de Família,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,240174.0,3298303.1
4326,2014,À Procura,Ficção,Canadá,Estrangeira,Imagem,Distribuição Nacional,4923.0,92108.57
4327,2014,À Procura do Amor,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,2746.0,25031.0
4328,2014,À Queima Roupa,Documentário,Brasil,Brasileira,Downtown,Distribuição Nacional,1372.0,17486.66
4329,2014,Êxodo: Deuses e Reis,Ficção,"Espanha, Estados Unidos, Reino Unido",Estrangeira,Fox,Distribuição Internacional,1539624.0,23276475.0
4330,2014,Última Viagem a Vegas,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,50819.0,699220.02
4331,2013,007 – Operação Skyfall,Ficção,"Estados Unidos, Inglaterra",Estrangeira,Sony,Distribuição Internacional,2469.0,18232.0
4332,2013,18 comidas,Ficção,Espanha,Estrangeira,Esfera Produções,Distribuição Nacional,554.0,6581.0
4333,2013,2 dias em Nova York,Ficção,"Alemanha, Bélgica, França",Estrangeira,Califórnia,Distribuição Nacional,23262.0,342107.58
4334,2013,2 mais 2,Ficção,Argentina,Estrangeira,Paris,Distribuição Nacional,24294.0,310554.58
4335,2013,31 minutos – O filme,Ficção,Brasil,Brasileira,H2O Films/RioFilme,Distribuição Nacional,2430.0,9720.0
4336,2013,5 x Pacificação,Documentário,Brasil,Brasileira,H2O Films/RioFilme,Distribuição Nacional,1606.0,6404.0
4337,2013,7 Dias em Havana,Ficção,"Espanha, França",Estrangeira,Imovision,Distribuição Nacional,881.0,7574.0
4338,2013,A alma da gente,Documentário,Brasil,Brasileira,E.H. Produções,Distribuição Nacional,1646.0,17320.65
4339,2013,A Arte de Amar,Ficção,França,Estrangeira,Vinny Filmes,Distribuição Nacional,916.0,7300.56
4340,2013,A Aventura de Kon Tiki,Ficção,"Dinamarca, Alemanha, Noruega, Reino Unido",Estrangeira,H2O Films,Distribuição Nacional,10653.0,135659.28
4341,2013,A Batalha do passinho,Documentário,Brasil,Brasileira,Cine Santa Teresa,Distribuição Nacional,2285.0,17781.5
4342,2013,A Bela e a Fera 3D,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,96.0,561.0
4343,2013,A bela que dorme,Ficção,"França, Itália",Estrangeira,Califórnia,Distribuição Nacional,12057.0,135778.79
4344,2013,A Busca,Ficção,Brasil,Brasileira,Downtown/Paris/RioFilme,Distribuição Nacional,352914.0,3686889.75
4345,2013,A caça,Ficção,"Dinamarca, Suécia",Estrangeira,Califórnia,Distribuição Nacional,58661.0,740044.97
4346,2013,A Cidade é uma Só?,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1379.0,14029.58
4347,2013,A coleção invisível,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,7295.0,63074.76
4348,2013,A criada,Ficção,Chile,Estrangeira,Esfera Produções,Distribuição Nacional,6297.0,82444.0
4349,2013,A Dama de Ferro,Ficção,Reino Unido,Estrangeira,Paris,Distribuição Nacional,87.0,1260.84
4350,2013,A Dançarina e o Ladrão,Ficção,Espanha,Estrangeira,Paris,Distribuição Nacional,9.0,147.0
4351,2013,A datilografa,Ficção,"Bélgica, França",Estrangeira,Paris,Distribuição Nacional,28211.0,339972.78
4352,2013,A Entidade,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,181.0,1121.0
4353,2013,A escolha perfeita,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1007.0,7004.0
4354,2013,A espuma dos dias,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,49955.0,489777.53
4355,2013,A família,Ficção,"Estados Unidos, França",Estrangeira,Paris,Distribuição Nacional,158197.0,2046579.43
4356,2013,A filha do meu melhor amigo,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,20194.0,227953.76
4357,2013,A Filha do Pai,Ficção,França,Estrangeira,Vinny Filmes,Distribuição Nacional,7231.0,64432.0
4358,2013,A Floresta de Jonathas,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,525.0,5583.83
4359,2013,A Fonte das Mulheres,Ficção,"Bélgica, França, Itália",Estrangeira,Paris,Distribuição Nacional,46.0,348.0
4360,2013,A Fuga,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,99473.0,1078200.61
4361,2013,A fuga do planeta Terra,Animação,"Canadá, Estados Unidos",Estrangeira,Diamond Films,Distribuição Nacional,160989.0,2093497.5
4362,2013,A Grande Beleza,Ficção,Itália,Estrangeira,Alphaville Filmes,Distribuição Nacional,24966.0,334058.99
4363,2013,A Guerra dos Botões,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,337.0,2112.0
4364,2013,A hora mais escura,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,205909.0,2707452.2
4365,2013,A Hospedeira,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,482104.0,5126471.25
4366,2013,A luz do Tom,Documentário,Brasil,Brasileira,Bretz Filmes/RioFilme,Distribuição Nacional,8831.0,94502.95
4367,2013,A memória que me contam,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,6204.0,68729.35
4368,2013,A morte do demônio,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,355605.0,4073355.5
4369,2013,A Música Nunca Parou,Ficção,Estados Unidos,Estrangeira,Europa,Distribuição Nacional,316.0,3666.13
4370,2013,A Nave - Uma Viagem com a Jazz Sinfônica de São Paulo,Documentário,Brasil,Brasileira,Drama Filmes,Distribuição Nacional,365.0,1104.0
4371,2013,A negociação,Ficção,"Estados Unidos, Polônia",Estrangeira,Imagem,Distribuição Nacional,69005.0,903938.44
4372,2013,A Origem dos Guardiões,Animação,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,105997.0,887652.0
4373,2013,A parte dos anjos,Ficção,"Bélgica, França, Itália, Reino Unido",Estrangeira,Imovision,Distribuição Nacional,24861.0,302179.18
4374,2013,A pele que habito,Ficção,Espanha,Estrangeira,Paris,Distribuição Nacional,87.0,516.0
4375,2013,A Primeira Coisa Bela,Ficção,Itália,Estrangeira,Califórnia,Distribuição Nacional,319.0,2941.0
4376,2013,A profecia dos sapos,Animação,França,Estrangeira,Pandora Filmes,Distribuição Nacional,40.0,200.0
4377,2013,A Rebelião,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,78.0,855.0
4378,2013,A religiosa,Ficção,"Alemanha, França, Bélgica",Estrangeira,Imovision,Distribuição Nacional,8770.0,98647.09
4379,2013,A saga Crepúsculo: Amanhecer – Parte 2 O final,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,142763.0,1328188.94
4380,2013,A Separação,Ficção,Irã,Estrangeira,Imovision,Distribuição Nacional,25.0,132.0
4381,2013,A Sombra do Inimigo,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,18540.0,258482.9
4382,2013,A sorte em suas mãos,Ficção,"Brasil, Argentina",Brasileira,Imovision,Distribuição Nacional,24968.0,315067.12
